,frame,distance,class,confidence,x1,y1,x2,y2
0,0,22.46801693866054,car,0.7949398756027222,492,183,548,230
1,0,20.000831469645867,car,0.6993989944458008,477,185,542,237
2,0,17.595457773736072,car,0.8297705054283142,455,186,532,245
3,0,15.099902225890679,car,0.8787328004837036,428,187,519,256
4,0,12.211969323283945,car,0.910228967666626,389,189,504,274
5,0,9.48585717885463,car,0.9164472222328186,328,193,482,303
6,0,6.751701272745574,car,0.9355231523513794,218,198,448,353
7,0,6.436229428990442,car,0.9512053728103638,0,210,389,373
8,0,7.692036598631,car,0.9196240305900574,0,237,260,372
9,0,0.0,None,0.0,0,0,0,0
10,0,0.0,None,0.0,0,0,0,0
11,0,0.0,None,0.0,0,0,0,0
12,0,0.0,None,0.0,0,0,0,0
13,0,0.0,None,0.0,0,0,0,0
14,0,0.0,None,0.0,0,0,0,0
15,0,0.0,None,0.0,0,0,0,0
16,0,0.0,None,0.0,0,0,0,0
17,0,0.0,None,0.0,0,0,0,0
18,0,0.0,None,0.0,0,0,0,0
19,0,0.0,None,0.0,0,0,0,0
20,0,0.0,None,0.0,0,0,0,0
21,0,0.0,None,0.0,0,0,0,0
22,0,0.0,None,0.0,0,0,0,0
23,0,0.0,None,0.0,0,0,0,0
24,0,0.0,None,0.0,0,0,0,0
25,0,0.0,None,0.0,0,0,0,0
26,0,0.0,None,0.0,0,0,0,0
27,0,0.0,None,0.0,0,0,0,0
28,0,0.0,None,0.0,0,0,0,0
29,0,0.0,None,0.0,0,0,0,0
30,0,0.0,None,0.0,0,0,0,0
31,0,0.0,None,0.0,0,0,0,0
32,0,0.0,None,0.0,0,0,0,0
33,0,0.0,None,0.0,0,0,0,0
34,0,0.0,None,0.0,0,0,0,0
35,0,0.0,None,0.0,0,0,0,0
36,0,0.0,None,0.0,0,0,0,0
37,0,0.0,None,0.0,0,0,0,0
38,0,0.0,None,0.0,0,0,0,0
39,0,0.0,None,0.0,0,0,0,0
40,0,0.0,None,0.0,0,0,0,0
41,0,0.0,None,0.0,0,0,0,0
42,0,0.0,None,0.0,0,0,0,0
43,0,0.0,None,0.0,0,0,0,0
44,0,0.0,None,0.0,0,0,0,0
45,0,0.0,None,0.0,0,0,0,0
46,0,0.0,None,0.0,0,0,0,0
47,0,0.0,None,0.0,0,0,0,0
48,0,0.0,None,0.0,0,0,0,0
49,0,0.0,None,0.0,0,0,0,0
50,0,0.0,None,0.0,0,0,0,0
51,0,0.0,None,0.0,0,0,0,0
52,0,0.0,None,0.0,0,0,0,0
53,0,0.0,None,0.0,0,0,0,0
54,0,10.999385058681519,car,0.6240221858024597,1039,143,1241,238
55,0,0.0,None,0.0,0,0,0,0
56,0,0.0,None,0.0,0,0,0,0
57,0,0.0,None,0.0,0,0,0,0
58,0,0.0,None,0.0,0,0,0,0
59,0,0.0,None,0.0,0,0,0,0
60,0,0.0,None,0.0,0,0,0,0
61,0,16.236104075784898,car,0.8342910408973694,0,211,82,275
62,0,20.957194400763225,car,0.5763174891471863,0,231,35,281
63,0,0.0,None,0.0,0,0,0,0
64,0,0.0,None,0.0,0,0,0,0
65,0,0.0,None,0.0,0,0,0,0
66,0,0.0,None,0.0,0,0,0,0
67,0,0.0,None,0.0,0,0,0,0
68,0,0.0,None,0.0,0,0,0,0
69,0,0.0,None,0.0,0,0,0,0
70,0,0.0,None,0.0,0,0,0,0
71,0,0.0,None,0.0,0,0,0,0
72,0,0.0,None,0.0,0,0,0,0
73,0,0.0,None,0.0,0,0,0,0
74,0,0.0,None,0.0,0,0,0,0
75,0,0.0,None,0.0,0,0,0,0
76,0,0.0,None,0.0,0,0,0,0
77,0,0.0,None,0.0,0,0,0,0
78,0,0.0,None,0.0,0,0,0,0
79,0,0.0,None,0.0,0,0,0,0
80,0,0.0,None,0.0,0,0,0,0
81,0,0.0,None,0.0,0,0,0,0
82,0,0.0,None,0.0,0,0,0,0
83,0,0.0,None,0.0,0,0,0,0
84,0,0.0,None,0.0,0,0,0,0
85,0,82.40258011975507,car,0.35258176922798157,575,176,591,188
86,0,77.80879910737085,car,0.3544570803642273,571,176,589,189
87,0,81.34603761084327,car,0.3259600102901459,569,177,587,190
88,0,73.98148068498621,car,0.2814476490020752,567,177,586,191
89,0,0.0,None,0.0,0,0,0,0
90,0,0.0,None,0.0,0,0,0,0
91,0,0.0,None,0.0,0,0,0,0
92,0,0.0,None,0.0,0,0,0,0
93,0,58.373568043831874,car,0.3762403428554535,552,181,576,199
94,0,54.42827973042416,car,0.3880422115325928,550,181,573,201
95,0,63.02073916687993,car,0.5612006783485413,544,186,570,203
96,0,44.361887153206865,car,0.7523655891418457,539,181,567,205
97,0,44.361887153206865,car,0.4222170412540436,563,179,582,196
98,0,40.32009739410009,car,0.6751206517219543,533,182,564,208
99,0,40.32009739410009,car,0.5302250981330872,560,179,580,195
100,0,54.55850223759165,car,0.41145583987236023,558,178,578,197
101,0,54.55850223759165,car,0.2785307466983795,525,182,561,211
102,0,58.22343228353264,car,0.5916999578475952,554,180,577,198
103,0,58.22343228353264,car,0.5113182067871094,514,182,556,215
104,0,28.625549236865563,car,0.6607630848884583,502,183,550,219
105,0,28.625549236865563,car,0.6421581506729126,549,179,574,200
106,0,46.939386555237995,car,0.7551384568214417,544,179,572,201
107,0,42.525451424037186,car,0.6859946250915527,539,179,569,204
108,0,42.525451424037186,car,0.5676613450050354,462,185,532,235
109,0,16.31517082877029,car,0.852361798286438,428,187,517,251
110,0,16.31517082877029,car,0.8467698693275452,533,180,566,207
111,0,12.03532286409258,car,0.9174062609672546,367,191,496,277
112,0,12.03532286409258,car,0.8511436581611633,525,182,563,212
113,0,8.129409500212587,car,0.9129902124404907,244,195,458,324
114,0,8.129409500212587,car,0.7713595628738403,516,183,558,218
115,0,6.221840659014126,car,0.9490013122558594,0,204,385,372
116,0,6.221840659014126,car,0.852069079875946,502,183,551,224
117,0,22.63818106141952,car,0.8459270000457764,482,185,544,231
118,0,22.63818106141952,car,0.30566534399986267,0,236,145,369
119,0,17.97307448706201,car,0.8290637731552124,455,187,532,245
120,0,14.27375716378756,car,0.9044488072395325,412,189,513,263
121,0,10.150693891520454,car,0.9171819090843201,333,194,484,297
122,0,6.213676640326747,car,0.9444916248321533,137,203,427,371
123,0,7.277217249671587,car,0.9319185614585876,0,230,270,373
124,0,0.0,None,0.0,0,0,0,0
125,0,0.0,None,0.0,0,0,0,0
126,0,0.0,None,0.0,0,0,0,0
127,0,0.0,None,0.0,0,0,0,0
128,0,0.0,None,0.0,0,0,0,0
129,0,0.0,None,0.0,0,0,0,0
130,0,0.0,None,0.0,0,0,0,0
131,0,0.0,None,0.0,0,0,0,0
132,0,0.0,None,0.0,0,0,0,0
133,0,0.0,None,0.0,0,0,0,0
134,0,0.0,None,0.0,0,0,0,0
135,0,0.0,None,0.0,0,0,0,0
136,0,0.0,None,0.0,0,0,0,0
137,0,0.0,None,0.0,0,0,0,0
138,0,0.0,None,0.0,0,0,0,0
139,0,0.0,None,0.0,0,0,0,0
140,0,0.0,None,0.0,0,0,0,0
141,0,0.0,None,0.0,0,0,0,0
142,0,0.0,None,0.0,0,0,0,0
143,0,0.0,None,0.0,0,0,0,0
144,0,0.0,None,0.0,0,0,0,0
145,0,0.0,None,0.0,0,0,0,0
146,0,0.0,None,0.0,0,0,0,0
147,0,0.0,None,0.0,0,0,0,0
148,0,0.0,None,0.0,0,0,0,0
149,0,0.0,None,0.0,0,0,0,0
150,0,0.0,None,0.0,0,0,0,0
151,0,0.0,None,0.0,0,0,0,0
152,0,0.0,None,0.0,0,0,0,0
153,0,0.0,None,0.0,0,0,0,0
154,0,0.0,None,0.0,0,0,0,0
155,0,0.0,None,0.0,0,0,0,0
156,0,0.0,None,0.0,0,0,0,0
157,0,0.0,None,0.0,0,0,0,0
158,0,0.0,None,0.0,0,0,0,0
159,0,0.0,None,0.0,0,0,0,0
160,0,0.0,None,0.0,0,0,0,0
161,0,0.0,None,0.0,0,0,0,0
162,0,0.0,None,0.0,0,0,0,0
163,0,0.0,None,0.0,0,0,0,0
164,0,0.0,None,0.0,0,0,0,0
165,0,0.0,None,0.0,0,0,0,0
166,0,0.0,None,0.0,0,0,0,0
167,0,0.0,None,0.0,0,0,0,0
168,0,0.0,None,0.0,0,0,0,0
169,0,0.0,None,0.0,0,0,0,0
170,0,0.0,None,0.0,0,0,0,0
171,0,0.0,None,0.0,0,0,0,0
172,0,0.0,None,0.0,0,0,0,0
173,0,0.0,None,0.0,0,0,0,0
174,0,0.0,None,0.0,0,0,0,0
175,0,0.0,None,0.0,0,0,0,0
176,0,0.0,None,0.0,0,0,0,0
177,0,0.0,None,0.0,0,0,0,0
178,0,0.0,None,0.0,0,0,0,0
179,0,0.0,None,0.0,0,0,0,0
180,0,0.0,None,0.0,0,0,0,0
181,0,0.0,None,0.0,0,0,0,0
182,0,0.0,None,0.0,0,0,0,0
183,0,0.0,None,0.0,0,0,0,0
184,0,0.0,None,0.0,0,0,0,0
185,0,0.0,None,0.0,0,0,0,0
186,0,0.0,None,0.0,0,0,0,0
187,0,0.0,None,0.0,0,0,0,0
188,0,0.0,None,0.0,0,0,0,0
189,0,0.0,None,0.0,0,0,0,0
190,0,0.0,None,0.0,0,0,0,0
191,0,0.0,None,0.0,0,0,0,0
192,0,0.0,None,0.0,0,0,0,0
193,0,0.0,None,0.0,0,0,0,0
194,0,0.0,None,0.0,0,0,0,0
195,0,0.0,None,0.0,0,0,0,0
196,0,0.0,None,0.0,0,0,0,0
197,0,0.0,None,0.0,0,0,0,0
198,0,0.0,None,0.0,0,0,0,0
